date,tda_fb_t_01,tda_fb_t_02,tda_fb_t_03,tda_fb_t_04,tda_fb_t_05,tda_fb_t_06,tda_fb_t_07,tda_fb_t_08,tda_fb_t_09,tda_fb_t_10,tda_fb_t_11,tda_fb_t_12,tda_fb_t_13,tda_fb_t_14,tda_fb_t_15,tda_fb_t_16,tda_fb_t_17,tda_fb_t_18,tda_fb_t_19,tda_fb_t_20,tda_fb_t_21,tda_fb_t_22,tda_fb_t_23,tda_fb_t_24
2008-03-25 03:00:00,102.624672,102.624672,102.493438,102.624672,102.624672,102.755906,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461
2008-03-25 04:00:00,102.624672,102.493438,102.624672,102.624672,102.755906,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461
2008-03-25 05:00:00,102.493438,102.624672,102.624672,102.755906,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153
2008-03-25 06:00:00,102.624672,102.624672,102.755906,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227
2008-03-25 07:00:00,102.624672,102.755906,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227,103.298153
2008-03-25 08:00:00,102.755906,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227,103.298153,103.430079
2008-03-25 09:00:00,102.887139,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227,103.298153,103.430079,103.430079
2008-03-25 10:00:00,103.285151,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227,103.298153,103.430079,103.430079,103.562005
2008-03-25 11:00:00,103.416557,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227,103.298153,103.430079,103.430079,103.562005,103.830911
2008-03-25 12:00:00,103.684211,103.952569,103.815789,103.684211,103.820817,103.820817,103.689065,103.42556,103.293808,103.42556,103.430079,103.430079,103.298153,103.43461,103.43461,103.43461,103.298153,103.166227,103.298153,103.430079,103.430079,103.562005,103.830911,104.100529
